title,links,first_paragraph
What to Know About California’s Vaccine Rollout,https://www.nytimes.com/2020/11/23/us/covid-vaccine-ca.html?searchResultPosition=96,Good morning.
"Business Leaders, Citing Damage to Country, Urge Trump to Begin Transition",https://www.nytimes.com/2020/11/23/us/trump-economy-ny.html?searchResultPosition=97,"Concerned that President Trump’s refusal to accept the election results is hurting the country, more than 160 top American executives asked the administration on Monday to immediately acknowledge Joseph R. Biden Jr. as the president-elect and begin the transition to a new administration."
Pandemic Crowds Bring ‘Rivergeddon’ to Montana’s Rivers,https://www.nytimes.com/2020/11/23/us/pandemic-montana-wilderness-rush.html?searchResultPosition=98,"The Madison River rushes down out of the snows and springs atop the Yellowstone plateau, a dark blue, rock-studded, world-class fishing stream."
"Georgia Is a Purple State, but Don’t Expect Centrist Politicians",https://www.nytimes.com/2020/11/23/us/politics/ossoff-perdue-loeffler-warnock.html?searchResultPosition=99,"The Republican Senate candidates in Georgia are spending tens of millions of dollars on an almost entirely negative advertising campaign, embracing a strategy of riling up the conservative base in hopes of generating enough turnout to win two critical runoff elections that will decide control of the Senate."
"Hospitals around the U.S. are short of staff, with little relief in sight.",https://www.nytimes.com/2020/11/22/us/hospitals-around-the-us-are-short-of-staff-with-little-relief-in-sight.html?searchResultPosition=100,"Coronavirus patients are swamping U.S. hospitals in record numbers, straining the health care system much more widely than the first acute outbreaks did in the spring."
G20 Summit Closes With Little Progress and Big Gaps Between Trump and Allies,https://www.nytimes.com/2020/11/22/us/politics/g20-summit-trump.html?searchResultPosition=101,[Follow our live coverage of the Biden inauguration.]
"Coronavirus Upends Thanksgiving for Many, While Others Ignore Warnings",https://www.nytimes.com/2020/11/22/us/coronavirus-thanksgiving-warnings-travel.html?searchResultPosition=102,"Ginger Floerchinger-Franks typically invites 10 people to her home in Boise, Idaho, for Thanksgiving dinner and cooks the entire meal herself, including her specialty, pumpkin soup. "
Senator Kelly Loeffler of Georgia is in isolation after testing positive for the virus.,https://www.nytimes.com/2020/11/21/us/politics/kelly-loeffler-georgia-quarantine-coronavirus-senate-runoff.html?searchResultPosition=103,"Senator Kelly Loeffler of Georgia, a Republican who is campaigning in a high-stakes runoff election that could determine control of the Senate, is isolating after testing positive for the coronavirus on Friday evening and then receiving an inconclusive result on Saturday, a campaign spokesman said."
The F.D.A. grants emergency authorization of the coronavirus antibody treatment given to Trump.,https://www.nytimes.com/2020/11/22/us/the-fda-grants-emergency-authorization-of-the-coronavirus-antibody-treatment-given-to-trump.html?searchResultPosition=104,"The Food and Drug Administration has granted emergency authorization for the experimental antibody treatment given to President Trump shortly after he tested positive for the coronavirus, giving doctors another option to treat patients as cases across the country continue to rise."
"Politics, Science and the Remarkable Race for a Coronavirus Vaccine",https://www.nytimes.com/2020/11/21/us/politics/coronavirus-vaccine.html?searchResultPosition=105,"The call was tense, the message discouraging. Moncef Slaoui, the head of the Trump administration’s effort to quickly produce a vaccine for the coronavirus, was on the phone at 6 p.m. on Aug. 25 to tell the upstart biotech firm Moderna that it had to slow the final stage of testing its vaccine in humans."
Trump Using Last Days to Lock In Policies and Make Biden’s Task More Difficult,https://www.nytimes.com/2020/11/21/us/politics/trump-biden-transition.html?searchResultPosition=106,"Voters have decided that President-elect Joseph R. Biden Jr. should guide the country through the next four years. But on issues of war, the environment, criminal justice, trade, the economy and more, President Trump and top administration officials are doing what they can to make changing direction more difficult."
Why Are States Imposing Virus Curfews?,https://www.nytimes.com/2020/11/21/us/coronavirus-curfew.html?searchResultPosition=107,"Cities, states and counties from Massachusetts to Colorado have imposed curfews on residents and businesses to try to curb the spread of the coronavirus, as caseloads reach new highs around the country."
An Unlikely Thanksgiving Tradition Carries On,https://www.nytimes.com/2020/11/21/us/wanda-dench-jamal-hinton-thanksgiving.html?searchResultPosition=108,"Four years ago, Wanda Dench didn’t know her grandson had changed his phone number when she invited him to her house for Thanksgiving dinner at 3 p.m. sharp."
"1 America, 1 Pandemic, 2 Realities",https://www.nytimes.com/2020/11/21/us/coronavirus-south-dakota-new-mexico.html?searchResultPosition=109,"In one pandemic reality, restaurants are packed. There are no coronavirus limits at college-town bars. No social-distancing dots speckling the floor. Some people are wearing masks, but even a weak proposal to make it a requirement in one city prompted an outcry. Welcome to South Dakota."
Business and World Leaders Move On as Trump Fights to Reverse Election,https://www.nytimes.com/2020/11/20/us/politics/biden-world-leaders.html?searchResultPosition=110,"Inside the wrought-iron fences that surround the 18-acre White House complex, the 2020 election rages on, with President Trump angrily refusing to concede. But the rest of the world"
G20 Summit Closes With Little Progress and Big Gaps Between Trump and Allies,https://www.nytimes.com/2020/11/22/us/politics/g20-summit-trump.html?searchResultPosition=111,[Follow our live coverage of the Biden inauguration.]
"Coronavirus Upends Thanksgiving for Many, While Others Ignore Warnings",https://www.nytimes.com/2020/11/22/us/coronavirus-thanksgiving-warnings-travel.html?searchResultPosition=112,"Ginger Floerchinger-Franks typically invites 10 people to her home in Boise, Idaho, for Thanksgiving dinner and cooks the entire meal herself, including her specialty, pumpkin soup. "
Senator Kelly Loeffler of Georgia is in isolation after testing positive for the virus.,https://www.nytimes.com/2020/11/21/us/politics/kelly-loeffler-georgia-quarantine-coronavirus-senate-runoff.html?searchResultPosition=113,"Senator Kelly Loeffler of Georgia, a Republican who is campaigning in a high-stakes runoff election that could determine control of the Senate, is isolating after testing positive for the coronavirus on Friday evening and then receiving an inconclusive result on Saturday, a campaign spokesman said."
The F.D.A. grants emergency authorization of the coronavirus antibody treatment given to Trump.,https://www.nytimes.com/2020/11/22/us/the-fda-grants-emergency-authorization-of-the-coronavirus-antibody-treatment-given-to-trump.html?searchResultPosition=114,"The Food and Drug Administration has granted emergency authorization for the experimental antibody treatment given to President Trump shortly after he tested positive for the coronavirus, giving doctors another option to treat patients as cases across the country continue to rise."
"Politics, Science and the Remarkable Race for a Coronavirus Vaccine",https://www.nytimes.com/2020/11/21/us/politics/coronavirus-vaccine.html?searchResultPosition=115,"The call was tense, the message discouraging. Moncef Slaoui, the head of the Trump administration’s effort to quickly produce a vaccine for the coronavirus, was on the phone at 6 p.m. on Aug. 25 to tell the upstart biotech firm Moderna that it had to slow the final stage of testing its vaccine in humans."
Trump Using Last Days to Lock In Policies and Make Biden’s Task More Difficult,https://www.nytimes.com/2020/11/21/us/politics/trump-biden-transition.html?searchResultPosition=116,"Voters have decided that President-elect Joseph R. Biden Jr. should guide the country through the next four years. But on issues of war, the environment, criminal justice, trade, the economy and more, President Trump and top administration officials are doing what they can to make changing direction more difficult."
